Date Of Death Year,Date Of Death Month,Sex,Race/Ethnicity,AgeGroup,AllCause,NaturalCause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",AnalysisDate,Note,flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
2020,4,Female (F),Other,35-44 years,53,39,,,,0,0,,0,0,,,,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,Female (F),Other,45-54 years,109,99,,24,,0,,,,,,18,,19,19,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,4,Female (F),Other,5-14 years,,,0,0,0,0,0,0,0,0,,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),,,,
2020,4,Female (F),Other,55-64 years,189,181,0,37,,,,10,,,,26,14,47,45,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,4,Female (F),Other,65-74 years,298,294,,52,10,,,16,0,,,54,,105,100,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,4,Female (F),Other,75-84 years,292,286,,31,11,13,,12,,,0,52,12,93,87,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,4,Female (F),Other,85 years and over,328,324,0,17,14,19,,12,,,,85,16,97,90,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,4,Male (M),Hispanic,0-4 years,207,184,,,0,0,0,0,0,,15,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,4,Male (M),Hispanic,15-24 years,473,113,,19,,0,0,,0,0,22,,,22,22,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,4,Male (M),Hispanic,25-34 years,719,330,,26,,0,,,,,48,24,,119,114,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,4,Male (M),Hispanic,35-44 years,1201,888,15,73,29,0,12,,16,,60,90,28,408,397,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,
2020,4,Male (M),Hispanic,45-54 years,2030,1802,18,174,78,,31,,18,19,49,219,48,884,862,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,
2020,4,Male (M),Hispanic,5-14 years,48,26,,,,0,0,,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,4,Male (M),Hispanic,55-64 years,3288,3097,28,377,152,,55,36,31,46,51,454,69,1408,1359,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,4,Male (M),Hispanic,65-74 years,3819,3727,29,483,177,28,70,61,53,59,28,609,126,1633,1577,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Hispanic,75-84 years,3605,3557,30,479,124,91,67,95,51,46,14,600,113,1461,1396,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Hispanic,85 years and over,2809,2766,18,262,95,139,74,82,38,33,15,622,125,904,856,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,0-4 years,13,,0,0,0,0,0,0,0,0,,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),,,,
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,15-24 years,31,,0,0,0,0,0,,0,0,,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,25-34 years,71,31,,,0,0,0,0,,0,,0,0,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,35-44 years,84,57,,0,,0,,0,,0,,12,0,12,12,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,45-54 years,127,107,,13,14,0,,0,,,,15,,15,14,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,5-14 years,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),,,,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,55-64 years,211,191,,43,,0,,,,0,,50,,30,28,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,65-74 years,201,191,,41,,,,,,,,46,,37,34,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,75-84 years,166,164,,30,,,,11,,,,35,12,33,29,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,4,Male (M),Non-Hispanic American Indian or Alaska Native,85 years and over,93,90,,,,,,,,,0,21,,20,19,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,4,Male (M),Non-Hispanic Asian,0-4 years,23,22,0,0,0,0,0,0,,,,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,4,Male (M),Non-Hispanic Asian,15-24 years,38,11,0,,0,0,0,0,0,0,,,0,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,Male (M),Non-Hispanic Asian,25-34 years,106,55,0,,,0,,0,0,0,,,,14,14,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,4,Male (M),Non-Hispanic Asian,35-44 years,140,111,,21,,0,,0,,0,,18,,34,33,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,4,Male (M),Non-Hispanic Asian,45-54 years,343,315,,54,14,0,,0,,,,51,13,128,122,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,4,Male (M),Non-Hispanic Asian,5-14 years,,,0,0,0,0,0,0,0,,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,,
2020,4,Male (M),Non-Hispanic Asian,55-64 years,832,804,,142,29,,11,,,,,123,24,381,368,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,4,Male (M),Non-Hispanic Asian,65-74 years,1276,1251,,213,47,,21,27,,16,11,214,38,550,524,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,,,
2020,4,Male (M),Non-Hispanic Asian,75-84 years,1496,1471,,214,66,26,41,31,13,27,,262,69,545,519,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,,,,Suppressed (counts 1-9),,,,
2020,4,Male (M),Non-Hispanic Asian,85 years and over,1453,1428,,125,44,66,51,62,23,33,16,337,68,399,370,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic Black,0-4 years,291,243,0,,0,0,,0,,,39,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,4,Male (M),Non-Hispanic Black,15-24 years,550,121,,,,0,0,,0,,27,16,,14,14,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,4,Male (M),Non-Hispanic Black,25-34 years,1009,378,,33,24,0,,,,,40,58,,99,95,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
2020,4,Male (M),Non-Hispanic Black,35-44 years,1272,842,12,61,55,0,15,12,13,15,45,188,37,232,217,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic Black,45-54 years,2471,2121,34,210,114,,36,27,12,47,47,482,69,695,667,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,4,Male (M),Non-Hispanic Black,5-14 years,76,35,0,,0,0,,,,0,,,,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,Male (M),Non-Hispanic Black,55-64 years,5465,5082,66,769,248,,90,121,51,108,90,1080,187,1678,1588,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,4,Male (M),Non-Hispanic Black,65-74 years,6999,6827,84,973,293,38,130,185,82,145,60,1317,256,2591,2474,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic Black,75-84 years,5797,5723,63,636,214,124,119,170,51,122,46,1040,218,2321,2219,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic Black,85 years and over,3472,3439,33,271,101,132,68,81,31,66,30,760,159,1250,1187,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic White,0-4 years,405,344,,,0,0,,0,,0,54,,,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,Male (M),Non-Hispanic White,15-24 years,920,191,,37,,0,,,,,35,19,,11,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9)
2020,4,Male (M),Non-Hispanic White,25-34 years,2310,692,,70,31,0,13,,,11,152,95,11,48,44,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,
2020,4,Male (M),Non-Hispanic White,35-44 years,3163,1637,24,210,67,,37,22,23,19,163,366,58,96,89,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,4,Male (M),Non-Hispanic White,45-54 years,5897,4612,57,965,245,,66,118,47,51,157,1168,140,470,457,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),,,,,,,,,
2020,4,Male (M),Non-Hispanic White,5-14 years,108,58,0,19,,0,0,,0,0,,,0,,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),
2020,4,Male (M),Non-Hispanic White,55-64 years,15169,13701,169,3461,548,39,255,683,173,155,219,3347,420,1639,1553,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic White,65-74 years,24610,23701,276,6109,938,233,457,1480,427,326,197,5120,758,3612,3443,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic White,75-84 years,29926,29044,328,5563,809,1020,612,1835,480,455,192,6335,1224,5188,4920,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Non-Hispanic White,85 years and over,30781,29969,270,3283,562,1684,669,1304,442,523,317,7767,1511,5808,5461,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,4,Male (M),Other,0-4 years,53,47,,,0,0,,0,,0,,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
2020,4,Male (M),Other,15-24 years,45,14,,,,0,0,0,0,0,,,0,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,Male (M),Other,25-34 years,81,30,0,,0,0,0,,0,0,,,0,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,Male (M),Other,35-44 years,89,55,,,,0,0,,0,0,,,,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,4,Male (M),Other,45-54 years,146,124,,13,,0,,,,,,26,,42,39,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,4,Male (M),Other,5-14 years,11,,0,,0,0,,,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,
2020,4,Male (M),Other,55-64 years,377,348,,51,23,0,10,,,,,65,15,109,103,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,4,Male (M),Other,65-74 years,532,513,,68,22,,12,19,10,,,114,11,207,198,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,4,Male (M),Other,75-84 years,425,422,,31,14,10,,23,,,,79,14,192,179,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,4,Male (M),Other,85 years and over,262,260,,14,,12,10,,,,,60,10,113,103,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,5,Female (F),Hispanic,0-4 years,152,143,,,0,0,0,0,0,0,19,0,,,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),
2020,5,Female (F),Hispanic,15-24 years,140,59,0,10,,0,,,0,0,,,,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,Female (F),Hispanic,25-34 years,272,161,,28,,0,,,,,32,,,22,21,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,5,Female (F),Hispanic,35-44 years,394,317,,89,15,0,,,,,17,34,11,60,57,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,5,Female (F),Hispanic,45-54 years,736,676,10,200,40,0,,11,,,20,67,20,165,154,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
2020,5,Female (F),Hispanic,5-14 years,35,22,,,,0,0,0,,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,5,Female (F),Hispanic,55-64 years,1287,1230,17,342,65,,,24,12,21,26,145,40,326,311,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,
2020,5,Female (F),Hispanic,65-74 years,1857,1824,29,421,111,29,29,44,33,44,,268,68,502,480,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,Suppressed (counts 1-9),,,,
2020,5,Female (F),Hispanic,75-84 years,2392,2344,30,389,112,125,40,60,54,54,12,412,135,547,509,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,Female (F),Hispanic,85 years and over,3199,3154,36,255,114,381,47,97,35,47,28,704,259,593,548,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,,,,,,,,,,,
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,0-4 years,,,0,0,0,0,0,0,0,0,,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,Suppressed (counts 1-9),,,,
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,15-24 years,22,,0,,0,0,0,0,0,0,,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),,,,
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,25-34 years,54,30,0,,0,0,0,0,0,0,,,0,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,35-44 years,56,38,,,,0,,0,,,,,,11,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9)
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,45-54 years,101,88,,12,,0,0,,,0,,10,,16,12,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,5-14 years,,,0,0,0,0,0,0,0,0,0,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,,,,,,,,,
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,55-64 years,141,136,,29,,0,,,,,,20,,34,33,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,65-74 years,173,171,,33,13,,0,,,,,23,,40,37,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,75-84 years,203,197,,29,11,,,,,,,28,10,54,53,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,5,Female (F),Non-Hispanic American Indian or Alaska Native,85 years and over,135,132,0,16,,12,,,,0,,23,,31,31,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
2020,5,Female (F),Non-Hispanic Asian,0-4 years,16,15,0,,0,0,0,0,,,,0,0,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
2020,5,Female (F),Non-Hispanic Asian,15-24 years,19,11,0,,0,0,0,0,0,0,,,,0,0,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,
2020,5,Female (F),Non-Hispanic Asian,25-34 years,30,18,0,,0,0,0,0,0,0,,,,,,09/03/2020,"Data are provisional, and values in the most recent months are incomplete.",,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
